title,year,rating
The Chronicles of Narnia: Prince Caspian,2008,6.5
Revolutionary Road,2008,7.3
You Don't Mess with the Zohan,2008,5.5
Inglourious Basterds,2009,8.3
Avatar,2009,7.8
Up,2009,8.3
The Hangover,2009,7.7
District 9,2009,7.9
Star Trek,2009,8
Sherlock Holmes,2009,7.6
Zombieland,2009,7.6
Watchmen,2009,7.6
(500) Days of Summer,2009,7.7
X-Men Origins: Wolverine,2009,6.6
Harry Potter and the Half-Blood Prince,2009,7.6
Transformers: Revenge of the Fallen,2009,6
2012,2009,5.8
Terminator Salvation,2009,6.6
Moon,2009,7.9
Modern Family,2009,8.4
Up in the Air,2009,7.4
3 Idiots,2009,8.4
The Proposal,2009,6.7
The Blind Side,2009,7.7
The Vampire Diaries,2009,7.7
Public Enemies,2009,7
Law Abiding Citizen,2009,7.4
Angels & Demons,2009,6.7
The Twilight Saga: New Moon,2009,4.7
Fast & Furious,2009,6.6
Hachi: A Dog's Tale,2009,8.1
Knowing,2009,6.2
The Road,2009,7.3
Ice Age: Dawn of the Dinosaurs,2009,7
MÃ¤n som hatar kvinnor,2009,7.8
Mr. Nobody,2009,7.8
G.I. Joe: The Rise of Cobra,2009,5.8
The Ugly Truth,2009,6.5
"I Love You, Man",2009,7
Cloudy with a Chance of Meatballs,2009,7
Coraline,2009,7.7
Drag Me to Hell,2009,6.6
Fantastic Mr. Fox,2009,7.9
Orphan,2009,7
Community,2009,8.5
The Taking of Pelham 123,2009,6.4
El secreto de sus ojos,2009,8.2
Parks and Recreation,2009,8.6
17 Again,2009,6.4
Surrogates,2009,6.3
Night at the Museum: Battle of the Smithsonian,2009,6
Mary and Max,2009,8.1
He's Just Not That Into You,2009,6.4
Inglourious Basterds,2009,8.3
Avatar,2009,7.8
Up,2009,8.3
The Hangover,2009,7.7
District 9,2009,7.9
Star Trek,2009,8
Sherlock Holmes,2009,7.6
Zombieland,2009,7.6
Watchmen,2009,7.6
(500) Days of Summer,2009,7.7
X-Men Origins: Wolverine,2009,6.6
Harry Potter and the Half-Blood Prince,2009,7.6
Transformers: Revenge of the Fallen,2009,6
2012,2009,5.8
Terminator Salvation,2009,6.6
Moon,2009,7.9
Modern Family,2009,8.4
Up in the Air,2009,7.4
3 Idiots,2009,8.4
The Proposal,2009,6.7
The Blind Side,2009,7.7
The Vampire Diaries,2009,7.7
Public Enemies,2009,7
Law Abiding Citizen,2009,7.4
Angels & Demons,2009,6.7
The Twilight Saga: New Moon,2009,4.7
Fast & Furious,2009,6.6
Hachi: A Dog's Tale,2009,8.1
Knowing,2009,6.2
The Road,2009,7.3
Ice Age: Dawn of the Dinosaurs,2009,7
MÃ¤n som hatar kvinnor,2009,7.8
Mr. Nobody,2009,7.8
G.I. Joe: The Rise of Cobra,2009,5.8
The Ugly Truth,2009,6.5
"I Love You, Man",2009,7
Cloudy with a Chance of Meatballs,2009,7
Coraline,2009,7.7
Drag Me to Hell,2009,6.6
Fantastic Mr. Fox,2009,7.9
Orphan,2009,7
Community,2009,8.5
The Taking of Pelham 123,2009,6.4
El secreto de sus ojos,2009,8.2
Parks and Recreation,2009,8.6
17 Again,2009,6.4
Surrogates,2009,6.3
Night at the Museum: Battle of the Smithsonian,2009,6
Mary and Max,2009,8.1
He's Just Not That Into You,2009,6.4
Inception,2010,8.8
Shutter Island,2010,8.1
The Walking Dead,2010,8.3
Sherlock,2010,9.2
Toy Story 3,2010,8.3
Black Swan,2010,8
Iron Man 2,2010,7
How to Train Your Dragon,2010,8.1
The King's Speech,2010,8
The Social Network,2010,7.7
Kick-Ass,2010,7.6
Despicable Me,2010,7.7
Harry Potter and the Deathly Hallows: Part 1,2010,7.7
Tangled,2010,7.8
Alice in Wonderland,2010,6.5
Scott Pilgrim vs. the World,2010,7.5
Easy A,2010,7.1
127 Hours,2010,7.6
The Town,2010,7.6
The Fighter,2010,7.8
The Expendables,2010,6.5
Due Date,2010,6.6
Tron,2010,6.8
True Grit,2010,7.6
Salt,2010,6.4
RED,2010,7.1
The Book of Eli,2010,6.9
Clash of the Titans,2010,5.8
Prince of Persia: The Sands of Time,2010,6.6
Insidious,2010,6.9
Robin Hood,2010,6.7
The A-Team,2010,6.8
The Other Guys,2010,6.7
The Twilight Saga: Eclipse,2010,5
Grown Ups,2010,6
The Tourist,2010,6
Megamind,2010,7.3
Spartacus: Blood and Sand,2010,8.5
Predators,2010,6.4
Machete,2010,6.6
Unstoppable,2010,6.8
Knight and Day,2010,6.3
Blue Valentine,2010,7.4
The Next Three Days,2010,7.4
Love & Other Drugs,2010,6.7
Shrek Forever After,2010,6.3
Percy Jackson & the Olympians: The Lightning Thief,2010,5.9
Get Him to the Greek,2010,6.4
Boardwalk Empire,2010,8.6
Hot Tub Time Machine,2010,6.4
Inception,2010,8.8
Shutter Island,2010,8.1
The Walking Dead,2010,8.3
Sherlock,2010,9.2
Toy Story 3,2010,8.3
Black Swan,2010,8
Iron Man 2,2010,7
How to Train Your Dragon,2010,8.1
The King's Speech,2010,8
The Social Network,2010,7.7
Kick-Ass,2010,7.6
Despicable Me,2010,7.7
Harry Potter and the Deathly Hallows: Part 1,2010,7.7
Tangled,2010,7.8
Alice in Wonderland,2010,6.5
Scott Pilgrim vs. the World,2010,7.5
Easy A,2010,7.1
127 Hours,2010,7.6
The Town,2010,7.6
The Fighter,2010,7.8
The Expendables,2010,6.5
Due Date,2010,6.6
Tron,2010,6.8
True Grit,2010,7.6
Salt,2010,6.4
RED,2010,7.1
The Book of Eli,2010,6.9
Clash of the Titans,2010,5.8
Prince of Persia: The Sands of Time,2010,6.6
Insidious,2010,6.9
Robin Hood,2010,6.7
The A-Team,2010,6.8
The Other Guys,2010,6.7
The Twilight Saga: Eclipse,2010,5
Grown Ups,2010,6
The Tourist,2010,6
Megamind,2010,7.3
Spartacus: Blood and Sand,2010,8.5
Predators,2010,6.4
Machete,2010,6.6
Unstoppable,2010,6.8
Knight and Day,2010,6.3
Blue Valentine,2010,7.4
The Next Three Days,2010,7.4
Love & Other Drugs,2010,6.7
Shrek Forever After,2010,6.3
Percy Jackson & the Olympians: The Lightning Thief,2010,5.9
Get Him to the Greek,2010,6.4
Boardwalk Empire,2010,8.6
Hot Tub Time Machine,2010,6.4
Game of Thrones,2011,9.5
Harry Potter and the Deathly Hallows: Part 2,2011,8.1
The Intouchables,2011,8.5
Thor,2011,7
Captain America: The First Avenger,2011,6.9
X: First Class,2011,7.7
Drive,2011,7.8
Limitless,2011,7.4
Rise of the Planet of the Apes,2011,7.6
Source Code,2011,7.5
Pirates of the Caribbean: On Stranger Tides,2011,6.6
"Crazy, Stupid, Love.",2011,7.4
The Hangover Part II,2011,6.5
Mission: Impossible - Ghost Protocol,2011,7.4
Warrior,2011,8.2
Horrible Bosses,2011,6.9
Sherlock Holmes: A Game of Shadows,2011,7.5
The Help,2011,8.1
The Girl with the Dragon Tattoo,2011,7.8
Transformers: Dark of the Moon,2011,6.3
Midnight in Paris,2011,7.7
In Time,2011,6.7
The Cabin in the Woods,2011,7
Fast Five,2011,7.3
Moneyball,2011,7.6
Suits,2011,8.6
Super 8,2011,7
Friends with Benefits,2011,6.6
50/50,2011,7.7
Black Mirror,2011,8.9
Hugo,2011,7.5
Real Steel,2011,7.1
Homeland,2011,8.3
Green Lantern,2011,5.5
Bridesmaids,2011,6.8
American Horror Story,2011,8.1
Unknown,2011,6.9
The Grey,2011,6.8
The Adjustment Bureau,2011,7.1
Kung Fu Panda 2,2011,7.2
The Descendants,2011,7.3
Paul,2011,7
Sucker Punch,2011,6.1
I Am Number Four,2011,6.1
The Artist,2011,7.9
Rango,2011,7.2
The Ides of March,2011,7.1
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9
The Adventures of Tintin,2011,7.3
Contagion,2011,6.6
Game of Thrones,2011,9.5
Harry Potter and the Deathly Hallows: Part 2,2011,8.1
The Intouchables,2011,8.5
Thor,2011,7
Captain America: The First Avenger,2011,6.9
X: First Class,2011,7.7
Drive,2011,7.8
Limitless,2011,7.4
Rise of the Planet of the Apes,2011,7.6
Source Code,2011,7.5
Pirates of the Caribbean: On Stranger Tides,2011,6.6
"Crazy, Stupid, Love.",2011,7.4
The Hangover Part II,2011,6.5
Mission: Impossible - Ghost Protocol,2011,7.4
Warrior,2011,8.2
Horrible Bosses,2011,6.9
Sherlock Holmes: A Game of Shadows,2011,7.5
The Help,2011,8.1
The Girl with the Dragon Tattoo,2011,7.8
Transformers: Dark of the Moon,2011,6.3
Midnight in Paris,2011,7.7
In Time,2011,6.7
The Cabin in the Woods,2011,7
Fast Five,2011,7.3
Moneyball,2011,7.6
Suits,2011,8.6
Super 8,2011,7
Friends with Benefits,2011,6.6
50/50,2011,7.7
Black Mirror,2011,8.9
Hugo,2011,7.5
Real Steel,2011,7.1
Homeland,2011,8.3
Green Lantern,2011,5.5
Bridesmaids,2011,6.8
American Horror Story,2011,8.1
Unknown,2011,6.9
The Grey,2011,6.8
The Adjustment Bureau,2011,7.1
Kung Fu Panda 2,2011,7.2
The Descendants,2011,7.3
Paul,2011,7
Sucker Punch,2011,6.1
I Am Number Four,2011,6.1
The Artist,2011,7.9
Rango,2011,7.2
The Ides of March,2011,7.1
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9
The Adventures of Tintin,2011,7.3
Contagion,2011,6.6
The Dark Knight Rises,2012,8.4
Django Unchained,2012,8.4
The Avengers,2012,8.1
The Hunger Games,2012,7.2
The Hobbit: An Unexpected Journey,2012,7.9
Silver Linings Playbook,2012,7.7
Skyfall,2012,7.8
Prometheus,2012,7
Ted,2012,6.9
Argo,2012,7.7
Life of Pi,2012,7.9
The Amazing Spider-Man,2012,7
Looper,2012,7.4
21 Jump Street,2012,7.2
The Perks of Being a Wallflower,2012,8
Arrow,2012,7.7
Wreck-It Ralph,2012,7.7
Brave,2012,7.1
Cloud Atlas,2012,7.4
Men in Black 3,2012,6.8
Flight,2012,7.3
Moonrise Kingdom,2012,7.8
Les MisÃ©rables,2012,7.6
Jack Reacher,2012,7
The Expendables 2,2012,6.6
Taken 2,2012,6.3
The Bourne Legacy,2012,6.7
Snow White and the Huntsman,2012,6.1
Pitch Perfect,2012,7.2
The Dictator,2012,6.4
Zero Dark Thirty,2012,7.4
John Carter,2012,6.6
Jagten,2012,8.3
Dredd,2012,7.1
Chronicle,2012,7.1
Dark Shadows,2012,6.2
Total Recall,2012,6.3
Lincoln,2012,7.4
Battleship,2012,5.8
The Place Beyond the Pines,2012,7.3
Seven Psychopaths,2012,7.2
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5
Lawless,2012,7.3
End of Watch,2012,7.6
Hotel Transylvania,2012,7.1
Sinister,2012,6.8
American Reunion,2012,6.7
Safe House,2012,6.8
Project X,2012,6.7
Lo imposible,2012,7.6
The Dark Knight Rises,2012,8.4
Django Unchained,2012,8.4
The Avengers,2012,8.1
The Hunger Games,2012,7.2
The Hobbit: An Unexpected Journey,2012,7.9
Silver Linings Playbook,2012,7.7
Skyfall,2012,7.8
Prometheus,2012,7
Ted,2012,6.9
Argo,2012,7.7
Life of Pi,2012,7.9
The Amazing Spider-Man,2012,7
Looper,2012,7.4
21 Jump Street,2012,7.2
The Perks of Being a Wallflower,2012,8
Arrow,2012,7.7
Wreck-It Ralph,2012,7.7
Brave,2012,7.1
Cloud Atlas,2012,7.4
Men in Black 3,2012,6.8
Flight,2012,7.3
Moonrise Kingdom,2012,7.8
Les MisÃ©rables,2012,7.6
Jack Reacher,2012,7
The Expendables 2,2012,6.6
Taken 2,2012,6.3
The Bourne Legacy,2012,6.7
Snow White and the Huntsman,2012,6.1
Pitch Perfect,2012,7.2
The Dictator,2012,6.4
Zero Dark Thirty,2012,7.4
John Carter,2012,6.6
Jagten,2012,8.3
Dredd,2012,7.1
Chronicle,2012,7.1
Dark Shadows,2012,6.2
Total Recall,2012,6.3
Lincoln,2012,7.4
Battleship,2012,5.8
The Place Beyond the Pines,2012,7.3
Seven Psychopaths,2012,7.2
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5
Lawless,2012,7.3
End of Watch,2012,7.6
Hotel Transylvania,2012,7.1
Sinister,2012,6.8
American Reunion,2012,6.7
Safe House,2012,6.8
Project X,2012,6.7
Lo imposible,2012,7.6
The Wolf of Wall Street,2013,8.2
Gravity,2013,7.7
Iron Man Three,2013,7.2
Man of Steel,2013,7.1
The Hunger Games: Catching Fire,2013,7.5
12 Years a Slave,2013,8.1
The Hobbit: The Desolation of Smaug,2013,7.8
World War Z,2013,7
Now You See Me,2013,7.3
Thor: The Dark World,2013,7
Prisoners,2013,8.1
Frozen,2013,7.5
Her,2013,8
Oblivion,2013,7
Star Trek Into Darkness,2013,7.7
Pacific Rim,2013,6.9
The Great Gatsby,2013,7.3
House of Cards,2013,8.8
American Hustle,2013,7.2
Dallas Buyers Club,2013,8
The Wolverine,2013,6.7
Elysium,2013,6.6
The Conjuring,2013,7.5
Rush,2013,8.1
Captain Phillips,2013,7.8
We're the Millers,2013,7
This Is the End,2013,6.6
Furious 6,2013,7.1
Despicable Me 2,2013,7.4
Vikings,2013,8.6
Monsters University,2013,7.3
The Secret Life of Walter Mitty,2013,7.3
The Hangover Part III,2013,5.8
About Time,2013,7.8
Rick and Morty,2013,9.3
Orange Is the New Black,2013,8.1
Lone Survivor,2013,7.5
Kick-Ass 2,2013,6.6
Olympus Has Fallen,2013,6.5
Snowpiercer,2013,7.1
The World's End,2013,7
Don Jon,2013,6.6
Ender's Game,2013,6.6
Escape Plan,2013,6.7
Warm Bodies,2013,6.9
The Lone Ranger,2013,6.4
Hannibal,2013,8.5
Gangster Squad,2013,6.7
Oz the Great and Powerful,2013,6.3
White House Down,2013,6.4
The Wolf of Wall Street,2013,8.2
Gravity,2013,7.7
Iron Man Three,2013,7.2
Man of Steel,2013,7.1
The Hunger Games: Catching Fire,2013,7.5
12 Years a Slave,2013,8.1
The Hobbit: The Desolation of Smaug,2013,7.8
World War Z,2013,7
Now You See Me,2013,7.3
Thor: The Dark World,2013,7
Prisoners,2013,8.1
Frozen,2013,7.5
Her,2013,8
Oblivion,2013,7
Star Trek Into Darkness,2013,7.7
Pacific Rim,2013,6.9
The Great Gatsby,2013,7.3
House of Cards,2013,8.8
American Hustle,2013,7.2
Dallas Buyers Club,2013,8
The Wolverine,2013,6.7
Elysium,2013,6.6
The Conjuring,2013,7.5
Rush,2013,8.1
Captain Phillips,2013,7.8
We're the Millers,2013,7
This Is the End,2013,6.6
Furious 6,2013,7.1
Despicable Me 2,2013,7.4
Vikings,2013,8.6
Monsters University,2013,7.3
The Secret Life of Walter Mitty,2013,7.3
The Hangover Part III,2013,5.8
About Time,2013,7.8
Rick and Morty,2013,9.3
Orange Is the New Black,2013,8.1
Lone Survivor,2013,7.5
Kick-Ass 2,2013,6.6
Olympus Has Fallen,2013,6.5
Snowpiercer,2013,7.1
The World's End,2013,7
Don Jon,2013,6.6
Ender's Game,2013,6.6
Escape Plan,2013,6.7
Warm Bodies,2013,6.9
The Lone Ranger,2013,6.4
Hannibal,2013,8.5
Gangster Squad,2013,6.7
Oz the Great and Powerful,2013,6.3
White House Down,2013,6.4
Interstellar,2014,8.6
Guardians of the Galaxy,2014,8.1
Gone Girl,2014,8.1
Captain America: The Winter Soldier,2014,7.8
The Grand Budapest Hotel,2014,8.1
X-Men: Days of Future Past,2014,8
The Imitation Game,2014,8
Whiplash,2014,8.5
Edge of Tomorrow,2014,7.9
Kingsman: The Secret Service,2014,7.7
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7
The Hobbit: The Battle of the Five Armies,2014,7.4
True Detective,2014,9
John Wick,2014,7.3
Ex Machina,2014,7.7
Lucy,2014,6.4
Nightcrawler,2014,7.9
American Sniper,2014,7.3
Divergent,2014,6.7
Dawn of the Planet of the Apes,2014,7.6
The Amazing Spider-Man 2,2014,6.6
The Maze Runner,2014,6.8
Fury,2014,7.6
The Hunger Games: Mockingjay - Part 1,2014,6.7
Big Hero 6,2014,7.8
The Theory of Everything,2014,7.7
Godzilla,2014,6.4
22 Jump Street,2014,7
Boyhood,2014,7.9
The Fault in Our Stars,2014,7.7
Maleficent,2014,7
The Lego Movie,2014,7.8
The Equalizer,2014,7.2
The Interview,2014,6.5
Transformers: Age of Extinction,2014,5.7
The Flash,2014,7.9
How to Train Your Dragon 2,2014,7.8
Fargo,2014,9
Neighbors,2014,6.3
300: Rise of an Empire,2014,6.2
Non-Stop,2014,7
Noah,2014,5.8
Predestination,2014,7.5
RoboCop,2014,6.2
Transcendence,2014,6.3
Teenage Mutant Ninja Turtles,2014,5.8
Gotham,2014,7.9
It Follows,2014,6.8
Chef,2014,7.3
The 100,2014,7.8
Interstellar,2014,8.6
Guardians of the Galaxy,2014,8.1
Gone Girl,2014,8.1
Captain America: The Winter Soldier,2014,7.8
The Grand Budapest Hotel,2014,8.1
X-Men: Days of Future Past,2014,8
The Imitation Game,2014,8
Whiplash,2014,8.5
Edge of Tomorrow,2014,7.9
Kingsman: The Secret Service,2014,7.7
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7
The Hobbit: The Battle of the Five Armies,2014,7.4
True Detective,2014,9
John Wick,2014,7.3
Ex Machina,2014,7.7
Lucy,2014,6.4
Nightcrawler,2014,7.9
American Sniper,2014,7.3
Divergent,2014,6.7
Dawn of the Planet of the Apes,2014,7.6
The Amazing Spider-Man 2,2014,6.6
The Maze Runner,2014,6.8
Fury,2014,7.6
The Hunger Games: Mockingjay - Part 1,2014,6.7
Big Hero 6,2014,7.8
The Theory of Everything,2014,7.7
Godzilla,2014,6.4
22 Jump Street,2014,7
Boyhood,2014,7.9
The Fault in Our Stars,2014,7.7
Maleficent,2014,7
The Lego Movie,2014,7.8
The Equalizer,2014,7.2
The Interview,2014,6.5
Transformers: Age of Extinction,2014,5.7
The Flash,2014,7.9
How to Train Your Dragon 2,2014,7.8
Fargo,2014,9
Neighbors,2014,6.3
300: Rise of an Empire,2014,6.2
Non-Stop,2014,7
Noah,2014,5.8
Predestination,2014,7.5
RoboCop,2014,6.2
Transcendence,2014,6.3
Teenage Mutant Ninja Turtles,2014,5.8
Gotham,2014,7.9
It Follows,2014,6.8
Chef,2014,7.3
The 100,2014,7.8
Star Wars: Episode VII - The Force Awakens,2015,8
Mad Max: Fury Road,2015,8.1
The Martian,2015,8
Avengers: Age of Ultron,2015,7.4
The Revenant,2015,8
Jurassic World,2015,7
Inside Out,2015,8.2
Ant-Man,2015,7.3
The Hateful Eight,2015,7.8
Spotlight,2015,8.1
Spectre,2015,6.8
Furious Seven,2015,7.2
Daredevil,2015,8.7
Sicario,2015,7.6
Mission: Impossible - Rogue Nation,2015,7.4
Room,2015,8.2
The Big Short,2015,7.8
Narcos,2015,8.8
Fifty Shades of Grey,2015,4.1
Mr. Robot,2015,8.6
Bridge of Spies,2015,7.6
The Hunger Games: Mockingjay - Part 2,2015,6.6
Better Call Saul,2015,8.7
The Man from U.N.C.L.E.,2015,7.3
Terminator Genisys,2015,6.4
Creed,2015,7.6
Spy,2015,7
Chappie,2015,6.8
Maze Runner: The Scorch Trials,2015,6.3
Southpaw,2015,7.4
Insurgent,2015,6.2
Minions,2015,6.4
San Andreas,2015,6.1
Focus,2015,6.6
The Intern,2015,7.1
Everest,2015,7.1
The Lobster,2015,7.1
Jessica Jones,2015,8.1
Jupiter Ascending,2015,5.3
Straight Outta Compton,2015,7.9
Ted 2,2015,6.3
Tomorrowland,2015,6.4
Black Mass,2015,6.9
The VVitch: A New-England Folktale,2015,6.8
The Danish Girl,2015,7.1
Cinderella,2015,6.9
Fantastic Four,2015,4.3
Steve Jobs,2015,7.2
The Age of Adaline,2015,7.2
Legend,2015,7
Star Wars: Episode VII - The Force Awakens,2015,8
Mad Max: Fury Road,2015,8.1
The Martian,2015,8
Avengers: Age of Ultron,2015,7.4
The Revenant,2015,8
Jurassic World,2015,7
Inside Out,2015,8.2
Ant-Man,2015,7.3
The Hateful Eight,2015,7.8
Spotlight,2015,8.1
Spectre,2015,6.8
Furious Seven,2015,7.2
Daredevil,2015,8.7
Sicario,2015,7.6
Mission: Impossible - Rogue Nation,2015,7.4
Room,2015,8.2
The Big Short,2015,7.8
Narcos,2015,8.8
Fifty Shades of Grey,2015,4.1
Mr. Robot,2015,8.6
Bridge of Spies,2015,7.6
The Hunger Games: Mockingjay - Part 2,2015,6.6
Better Call Saul,2015,8.7
The Man from U.N.C.L.E.,2015,7.3
Terminator Genisys,2015,6.4
Creed,2015,7.6
Spy,2015,7
Chappie,2015,6.8
Maze Runner: The Scorch Trials,2015,6.3
Southpaw,2015,7.4
Insurgent,2015,6.2
Minions,2015,6.4
San Andreas,2015,6.1
Focus,2015,6.6
The Intern,2015,7.1
Everest,2015,7.1
The Lobster,2015,7.1
Jessica Jones,2015,8.1
Jupiter Ascending,2015,5.3
Straight Outta Compton,2015,7.9
Ted 2,2015,6.3
Tomorrowland,2015,6.4
Black Mass,2015,6.9
The VVitch: A New-England Folktale,2015,6.8
The Danish Girl,2015,7.1
Cinderella,2015,6.9
Fantastic Four,2015,4.3
Steve Jobs,2015,7.2
The Age of Adaline,2015,7.2
Legend,2015,7
Deadpool,2016,8
Batman v Superman: Dawn of Justice,2016,6.5
Stranger Things,2016,8.9
Captain America: Civil War,2016,7.8
Suicide Squad,2016,6.1
Arrival,2016,7.9
Doctor Strange,2016,7.5
Rogue One,2016,7.8
La La Land,2016,8
Zootopia,2016,8
Hacksaw Ridge,2016,8.1
Fantastic Beasts and Where to Find Them,2016,7.3
X-Men: Apocalypse,2016,7
Split,2016,7.3
Westworld,2016,8.8
Passengers,2016,7
10 Cloverfield Lane,2016,7.2
The Jungle Book,2016,7.4
The Nice Guys,2016,7.4
The Accountant,2016,7.3
Warcraft,2016,6.9
Moonlight,2016,7.4
Moana,2016,7.6
Now You See Me 2,2016,6.5
Manchester by the Sea,2016,7.8
Finding Dory,2016,7.3
Star Trek Beyond,2016,7.1
Nocturnal Animals,2016,7.5
Sully,2016,7.5
The Conjuring 2,2016,7.4
Jason Bourne,2016,6.6
Ghostbusters,2016,5.2
Don't Breathe,2016,7.1
Lion,2016,8.1
Hell or High Water,2016,7.6
Me Before You,2016,7.4
Hidden Figures,2016,7.8
The Magnificent Seven,2016,6.9
The Promise,2016,6.1
Assassin's Creed,2016,5.8
 Game of Thrones,2011,9.9
The Secret Life of Pets,2016,6.5
Sausage Party,2016,6.2
Captain Fantastic,2016,7.9
Independence Day: Resurgence,2016,5.2
War Dogs,2016,7.1
The Legend of Tarzan,2016,6.3
The Girl on the Train,2016,6.5
Miss Peregrine's Home for Peculiar Children,2016,6.7
Inferno,2016,6.2
Deadpool,2016,8
Batman v Superman: Dawn of Justice,2016,6.5
Stranger Things,2016,8.9
Captain America: Civil War,2016,7.8
Suicide Squad,2016,6.1
Arrival,2016,7.9
Doctor Strange,2016,7.5
Rogue One,2016,7.8
La La Land,2016,8
Zootopia,2016,8
Hacksaw Ridge,2016,8.1
Fantastic Beasts and Where to Find Them,2016,7.3
X-Men: Apocalypse,2016,7
Split,2016,7.3
Westworld,2016,8.8
Passengers,2016,7
10 Cloverfield Lane,2016,7.2
The Jungle Book,2016,7.4
The Nice Guys,2016,7.4
The Accountant,2016,7.3
Warcraft,2016,6.9
Moonlight,2016,7.4
Moana,2016,7.6
Now You See Me 2,2016,6.5
Manchester by the Sea,2016,7.8
Finding Dory,2016,7.3
Star Trek Beyond,2016,7.1
Nocturnal Animals,2016,7.5
Sully,2016,7.5
The Conjuring 2,2016,7.4
Jason Bourne,2016,6.6
Ghostbusters,2016,5.2
Don't Breathe,2016,7.1
Lion,2016,8.1
Hell or High Water,2016,7.6
Me Before You,2016,7.4
Hidden Figures,2016,7.8
The Magnificent Seven,2016,6.9
The Promise,2016,6.1
Assassin's Creed,2016,5.8
 Game of Thrones,2011,9.9
The Secret Life of Pets,2016,6.5
Sausage Party,2016,6.2
Captain Fantastic,2016,7.9
Independence Day: Resurgence,2016,5.2
War Dogs,2016,7.1
The Legend of Tarzan,2016,6.3
The Girl on the Train,2016,6.5
Miss Peregrine's Home for Peculiar Children,2016,6.7
Inferno,2016,6.2
Logan,2017,8.1
Wonder Woman,2017,7.5
Dunkirk,2017,7.9
Guardians of the Galaxy Vol. 2,2017,7.7
Star Wars: Episode VIII - The Last Jedi,2017,7.2
Thor: Ragnarok,2017,7.9
Spider-Man: Homecoming,2017,7.5
Get Out,2017,7.7
Blade Runner 2049,2017,8
Baby Driver,2017,7.6
It,2017,7.4
"Three Billboards Outside Ebbing, Missouri",2017,8.2
Justice League,2017,6.5
The Shape of Water,2017,7.3
John Wick: Chapter 2,2017,7.5
Coco,2017,8.4
Jumanji: Welcome to the Jungle,2017,7
Beauty and the Beast,2017,7.2
Kong: Skull Island,2017,6.6
Kingsman: The Golden Circle,2017,6.8
Alien: Covenant,2017,6.4
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6
13 Reasons Why,2017,8
War for the Planet of the Apes,2017,7.5
The Greatest Showman,2017,7.6
The Fate of the Furious,2017,6.7
Life,2017,6.6
Murder on the Orient Express,2017,6.5
Ghost in the Shell,2017,6.4
Lady Bird,2017,7.4
King Arthur: Legend of the Sword,2017,6.8
Wind River,2017,7.7
The Hitman's Bodyguard,2017,6.9
Mother!,2017,6.6
The Mummy,2017,5.5
Atomic Blonde,2017,6.7
Call Me by Your Name,2017,7.9
Bright,2017,6.4
The Punisher,2017,8.6
Valerian and the City of a Thousand Planets,2017,6.5
"I, Tonya",2017,7.5
Darkest Hour,2017,7.4
Baywatch,2017,5.6
American Made,2017,7.2
La casa de papel,2017,8.6
Transformers: The Last Knight,2017,5.2
Mindhunter,2017,8.5
The Lego Batman Movie,2017,7.3
The Handmaid's Tale,2017,8.6
The Disaster Artist,2017,7.4
Logan,2017,8.1
Wonder Woman,2017,7.5
Dunkirk,2017,7.9
Guardians of the Galaxy Vol. 2,2017,7.7
Star Wars: Episode VIII - The Last Jedi,2017,7.2
Thor: Ragnarok,2017,7.9
Spider-Man: Homecoming,2017,7.5
Get Out,2017,7.7
Blade Runner 2049,2017,8
Baby Driver,2017,7.6
It,2017,7.4
"Three Billboards Outside Ebbing, Missouri",2017,8.2
Justice League,2017,6.5
The Shape of Water,2017,7.3
John Wick: Chapter 2,2017,7.5
Coco,2017,8.4
Jumanji: Welcome to the Jungle,2017,7
Beauty and the Beast,2017,7.2
Kong: Skull Island,2017,6.6
Kingsman: The Golden Circle,2017,6.8
Alien: Covenant,2017,6.4
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6
13 Reasons Why,2017,8
War for the Planet of the Apes,2017,7.5
The Greatest Showman,2017,7.6
The Fate of the Furious,2017,6.7
Life,2017,6.6
Murder on the Orient Express,2017,6.5
Ghost in the Shell,2017,6.4
Lady Bird,2017,7.4
King Arthur: Legend of the Sword,2017,6.8
Wind River,2017,7.7
The Hitman's Bodyguard,2017,6.9
Mother!,2017,6.6
The Mummy,2017,5.5
Atomic Blonde,2017,6.7
Call Me by Your Name,2017,7.9
Bright,2017,6.4
The Punisher,2017,8.6
Valerian and the City of a Thousand Planets,2017,6.5
"I, Tonya",2017,7.5
Darkest Hour,2017,7.4
Baywatch,2017,5.6
American Made,2017,7.2
La casa de papel,2017,8.6
Transformers: The Last Knight,2017,5.2
Mindhunter,2017,8.5
The Lego Batman Movie,2017,7.3
The Handmaid's Tale,2017,8.6
The Disaster Artist,2017,7.4
